n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.47200646944404,0.00021096428091720623,227.47679107775448,1498.396567393716,215.07925699408977,226.44191776357556
1,NONE,NONE,1,-1,"(1, 0)",227.42402306274084,0.00021096428091720623,227.42908311848453,1670.5111146248632,212.69071113672948,226.19912778770063
2,NONE,NONE,1,-1,"(1, 0)",227.37604977775482,0.00021096428091720623,227.37959412698035,919.3465064578211,230.09302947468763,227.60198117568825
3,NONE,NONE,1,-1,"(1, 0)",227.3280866123509,0.00021096428091720623,227.3300858207392,499.9863920223087,215.9186033289595,226.3791268598786
4,NONE,NONE,1,-1,"(1, 0)",227.31538127642594,5.589142625221152e-05,227.31720702573932,386.2759032036814,240.59722155878615,228.42013212491426
5,NONE,NONE,1,-1,"(1, 0)",227.30058225533926,6.510559363963413e-05,227.301560098113,130.75262187067204,216.81775188739758,226.4285894061357
6,NONE,NONE,1,-1,"(1, 0)",227.2824850846667,7.962096251414483e-05,227.28399339299574,227.5902636552733,250.80202775212524,229.23906601785689
7,NONE,NONE,1,-1,"(1, 0)",227.2641585031893,8.063674760726675e-05,227.2664800043915,526.678155551229,219.94038325427567,226.6548475676308
8,NONE,NONE,1,-1,"(1, 0)",227.2482691704059,6.991814446604312e-05,227.25032593616373,384.3995731748648,223.48158366405931,226.93487299625397
9,NONE,NONE,1,-1,"(1, 0)",227.23419367909938,6.194074562435635e-05,227.23668390902247,688.1963205680635,231.0158890154357,227.54885819269757
10,NONE,NONE,1,-1,"(1, 0)",227.21801004083812,7.122261982928076e-05,227.22035912635846,583.6522548541654,231.24795103193793,227.55335427884788
11,NONE,NONE,1,-1,"(1, 0)",227.19941829012612,8.182675031048578e-05,227.20098747798863,264.07919273754715,233.19685605617354,227.69852504610813
12,NONE,NONE,1,-1,"(1, 0)",227.18180970282896,7.750578686430316e-05,227.1836931805014,370.1050654844568,233.13349122090946,227.67714701398924
13,NONE,NONE,1,-1,"(1, 0)",227.1671181944811,6.467059764388112e-05,227.16802621377937,105.47354565286413,224.11871428963155,226.91339395806696
14,NONE,NONE,1,-1,"(1, 0)",227.1525466955932,6.414645906381087e-05,227.15296185367953,55.64160378515165,216.87197930097304,226.29682136509734
15,NONE,NONE,1,-1,"(1, 0)",227.13514499272577,7.661093705303894e-05,227.13668786502052,189.46990180540502,240.30375543405768,228.2313468295767
16,NONE,NONE,1,-1,"(1, 0)",227.1164593871996,8.226984938098451e-05,227.11661640984448,46.614632121712184,211.95172185956378,225.85398899325557
17,NONE,NONE,1,-1,"(1, 0)",227.1001153490303,7.196583782023416e-05,227.10028933896763,47.535881645947676,236.93417022202703,227.91886322446157
18,NONE,NONE,1,-1,"(1, 0)",227.08598934153312,6.220360929511352e-05,227.0856719787876,24.624583316000685,252.79304402397148,229.22639896440637
19,NONE,NONE,1,-1,"(1, 0)",227.07041661405734,6.857869790088603e-05,227.07012866590526,25.517515252591224,210.19690607697535,225.66540535703206
20,NONE,NONE,1,-1,"(1, 0)",227.05203605089932,8.094981016767406e-05,227.05120249363316,14.555723696751063,236.93426907828035,227.87496928833482
21,NONE,NONE,1,-1,"(1, 0)",227.03398273922716,7.951494181553638e-05,227.03163823385253,2.9901398797664402,216.98399615897762,226.19701344072158
22,NONE,NONE,1,-1,"(1, 0)",227.0188755738647,6.654364174311141e-05,227.01679595737482,4.164503887673061,223.29394053315315,226.7086399620844
23,NONE,NONE,1,-1,"(1, 0)",227.00462730651242,6.276444838914587e-05,227.0029499851087,7.100962290352198,237.68456900424803,227.8941746876139
24,NONE,NONE,1,-1,"(1, 0)",226.98777168157096,7.425509760406799e-05,226.98640638295913,10.07481146137421,223.66828063851165,226.71126606764315
25,NONE,NONE,1,-1,"(1, 0)",226.96900988100754,8.265897255475391e-05,226.9663482126077,2.727367686946071,238.741099921067,227.94967770376655
26,NONE,NONE,1,-1,"(1, 0)",226.9520975960025,7.451640707731815e-05,226.94897229728662,1.623666739580354,243.87195780335665,228.36170276327323
27,NONE,NONE,1,-1,"(1, 0)",226.9378414602695,6.28175886309308e-05,226.93499517363261,2.350026557436401,208.63524863384546,225.4129441020624
28,NONE,NONE,1,-1,"(1, 0)",226.92280018350473,6.628147669199507e-05,226.91938738626638,1.1525322300095187,236.06334350904535,227.6844034377324
29,NONE,NONE,1,-1,"(1, 0)",226.9047826512556,7.940254378581776e-05,226.90108855962833,0.8576081354121357,240.0868884264244,228.0032219337572
30,NONE,NONE,1,-1,"(1, 0)",226.88635826636028,8.120204756828255e-05,226.88241111135528,0.6611916624816603,219.93462085528228,226.30703644379147
31,NONE,NONE,1,-1,"(1, 0)",226.87075598376006,6.87693134339137e-05,226.86756925054024,1.661049496339173,217.7620556505845,226.11163183028347
32,NONE,NONE,1,-1,"(1, 0)",226.85669734916235,6.196951275019529e-05,226.85331334367416,1.2735362008200528,241.13059066808637,228.04636528063193
33,NONE,NONE,1,-1,"(1, 0)",226.8404317036507,7.170266010976875e-05,226.83599226741885,0.3732612201121851,237.12957994351956,227.69804967442013
34,NONE,NONE,1,-1,"(1, 0)",226.82173371127115,8.243135009071447e-05,226.81645273708045,0.15930233631643279,231.5598082601651,227.2166928230813
35,NONE,NONE,1,-1,"(1, 0)",226.80427285489392,7.698348918770516e-05,226.79865106286712,0.11008007720903541,221.58129822373448,226.36885964802616
36,NONE,NONE,1,-1,"(1, 0)",226.78974933665842,6.403752046950067e-05,226.78396680363772,0.08924645486797136,214.61260432725405,225.7745368041375
37,NONE,NONE,1,-1,"(1, 0)",226.77516771733656,6.429782718467224e-05,226.7677199045294,0.010292402954251711,239.3644570929655,227.82480834690685
38,NONE,NONE,1,-1,"(1, 0)",226.7576199664133,7.738250203079305e-05,226.74942771961224,0.004611385671755273,213.6650922992548,225.6659370255111
39,NONE,NONE,1,-1,"(1, 0)",226.7389406399803,8.237913169001046e-05,226.730722316316,0.004487812463152344,232.4201610335297,227.21269196507018
40,NONE,NONE,1,-1,"(1, 0)",226.722782049379,7.126771588264478e-05,226.7150351717523,0.00778576898759558,211.47465502470376,225.45116526175968
41,NONE,NONE,1,-1,"(1, 0)",226.70877256033913,6.179318091964788e-05,226.7013263195017,0.011673978308629814,222.5398783938131,226.3610863566678
42,NONE,NONE,1,-1,"(1, 0)",226.69310143826098,6.912685184190046e-05,226.6853690834242,0.008260177835029763,253.0058382950495,228.8877381103767
43,NONE,NONE,1,-1,"(1, 0)",226.67461012709225,8.157312798105326e-05,226.66716439431573,0.011065310339759998,211.15351900603932,225.37995443610805
44,NONE,NONE,1,-1,"(1, 0)",226.65665339298315,7.922124752237611e-05,226.64948579512725,0.014820298569188334,229.54711062834016,226.89777325687692
45,NONE,NONE,1,-1,"(1, 0)",226.64174051904644,6.579716205652897e-05,226.6344558315172,0.012767084160383288,229.726477348503,226.8990839788756
46,NONE,NONE,1,-1,"(1, 0)",226.62751665088936,6.276123049053983e-05,226.61999915197342,0.009362458629233303,234.54558612751717,227.2881212331342
47,NONE,NONE,1,-1,"(1, 0)",226.61052004473564,7.50007933385097e-05,226.6021472596151,0.0036128271280167013,214.7666439432836,225.622311279407
48,NONE,NONE,1,-1,"(1, 0)",226.59172058803776,8.296277036232505e-05,226.58292094081676,0.0023498671097664354,231.08088439698267,226.96631071750852
49,NONE,NONE,1,-1,"(1, 0)",226.57497829622295,7.389021242584159e-05,226.56542607881343,0.0010035927667362212,222.60059177108377,226.2433183177322
50,NONE,NONE,1,-1,"(1, 0)",226.56087177713823,6.226176581263052e-05,226.55216940498028,0.003132683592525562,204.26747094755353,224.70038609965658
51,NONE,NONE,1,-1,"(1, 0)",226.54576390348944,6.66857311929982e-05,226.53644819268862,0.0014527325886585403,209.45074199259815,225.11901144531203
52,NONE,NONE,1,-1,"(1, 0)",226.52761323384885,8.012242857860975e-05,226.51972756361795,0.0064390227004199095,241.4709478295616,227.7748855563273
53,NONE,NONE,1,-1,"(1, 0)",226.50924578659448,8.108588472991396e-05,226.50102726934003,0.0045675507066666255,225.86103596945836,226.45513740007496
54,NONE,NONE,1,-1,"(1, 0)",226.49384347238512,6.800092352775801e-05,226.48495956313857,0.0020164613178530123,220.91578442469773,226.02819131513178
55,NONE,NONE,1,-1,"(1, 0)",226.47985175202172,6.177718713197589e-05,226.47136559144232,0.003448952518110072,235.63235283021612,227.24394283282487
56,NONE,NONE,1,-1,"(1, 0)",226.46345615033468,7.239582264776928e-05,226.45430352561118,0.001597852087720593,216.2732529546476,225.6126715376076
57,NONE,NONE,1,-1,"(1, 0)",226.44468249931458,8.29026878909306e-05,226.4361719631279,0.0030481436633030454,223.19179181187738,226.17307468796102
58,NONE,NONE,1,-1,"(1, 0)",226.4273651470116,7.647790320205286e-05,226.41723371156152,0.000518852925445396,250.4602141334476,228.43419825958398
59,NONE,NONE,1,-1,"(1, 0)",226.41301876035357,6.336178120441395e-05,226.4032777245169,0.000867199724485849,231.8505100059597,226.86709846274493
60,NONE,NONE,1,-1,"(1, 0)",226.39840806901225,6.453322721428471e-05,226.388594478099,0.0007887831505384657,222.44429129625985,226.06818224272342
61,NONE,NONE,1,-1,"(1, 0)",226.38071468212397,7.815460567075193e-05,226.36995473792987,0.0002866364333318,232.9876740639308,226.93253428432755
