n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.5680036565447,0.00021096428091720623,227.5651643215539,74.38180945511378,226.8495353396017,227.50830956665106
1,NONE,NONE,1,-1,"(1, 0)",227.61601744121455,0.00021096428091720623,227.61520414687212,165.24396223178115,234.28851041522262,228.17028596779096
2,NONE,NONE,1,-1,"(1, 0)",227.6640413561465,0.00021096428091720623,227.66190647750574,98.24171567985638,228.3004500760067,227.71689520205692
3,NONE,NONE,1,-1,"(1, 0)",227.7120754034779,0.00021096428091720623,227.70900002816714,67.87368345291151,225.33465508876054,227.5146719158025
4,NONE,NONE,1,-1,"(1, 0)",227.72480291182302,5.589142625221152e-05,227.72153409347308,50.93709982425622,212.78958057062783,226.4847612654302
5,NONE,NONE,1,-1,"(1, 0)",227.73962955294647,6.510559363963413e-05,227.7375687324253,237.789022062115,221.11810806020296,227.18989365590127
6,NONE,NONE,1,-1,"(1, 0)",227.7577631233507,7.962096251414483e-05,227.75375313203534,31.165894910451048,223.78343041319914,227.4278299790793
7,NONE,NONE,1,-1,"(1, 0)",227.7761295091041,8.063674760726675e-05,227.77020800313753,4.3576747888987475,207.19570468933603,226.06776303560844
8,NONE,NONE,1,-1,"(1, 0)",227.79205575019319,6.991814446604312e-05,227.7852433186123,1.5140771184243578,236.23147638121034,228.49255709405676
9,NONE,NONE,1,-1,"(1, 0)",227.80616579696255,6.194074562435635e-05,227.79904990605576,1.0088353995861663,236.84272311072158,228.55618510974355
10,NONE,NONE,1,-1,"(1, 0)",227.82239132670938,7.122261982928076e-05,227.81458700346602,0.4525910561958371,235.58797425432616,228.46687596380315
11,NONE,NONE,1,-1,"(1, 0)",227.84103405536615,8.182675031048578e-05,227.83153045275927,0.08082668377475646,239.49657798929482,228.8082768792224
12,NONE,NONE,1,-1,"(1, 0)",227.85869373834558,7.750578686430316e-05,227.84745426855082,0.012611830929797306,235.83049802302892,228.52018778210947
13,NONE,NONE,1,-1,"(1, 0)",227.8734299727434,6.467059764388112e-05,227.8619001018221,0.008697388459925076,224.89654282041667,227.6264261947873
14,NONE,NONE,1,-1,"(1, 0)",227.88804771522408,6.414645906381087e-05,227.87678367296138,0.012278991826942887,234.32036167604556,228.42172731241004
15,NONE,NONE,1,-1,"(1, 0)",227.9055071008841,7.661093705303894e-05,227.89399704154994,0.009416610572041169,229.98785043001595,228.07826281851095
16,NONE,NONE,1,-1,"(1, 0)",227.92425762391719,8.226984938098451e-05,227.9123950283841,0.006606278868759305,222.03288620718558,227.43553688585126
17,NONE,NONE,1,-1,"(1, 0)",227.94066097430996,7.196583782023416e-05,227.92804443927523,0.002773258623394314,218.34564721460484,227.14476059412019
18,NONE,NONE,1,-1,"(1, 0)",227.95484014712102,6.220360929511352e-05,227.94191434963616,0.001838092927648647,241.22708996933903,229.05569647557877
19,NONE,NONE,1,-1,"(1, 0)",227.97047352929087,6.857869790088603e-05,227.9562409094489,0.0003788233434787942,236.20089315827823,228.65309240093285
20,NONE,NONE,1,-1,"(1, 0)",227.98892844279771,8.094981016767406e-05,227.9746199055768,0.00035091722116185523,227.66409717156264,227.96198959677503
21,NONE,NONE,1,-1,"(1, 0)",228.00705768994086,7.951494181553638e-05,227.99236121503236,0.00023444359978729956,221.90266154804016,227.50084930748613
22,NONE,NONE,1,-1,"(1, 0)",228.0222306147279,6.654364174311141e-05,228.0077523024125,0.00030808294498819273,227.03094656219412,227.9400336381752
23,NONE,NONE,1,-1,"(1, 0)",228.03654275339497,6.276444838914587e-05,228.02150936526394,0.00014816199886764973,217.94507584182912,227.19981385993097
24,NONE,NONE,1,-1,"(1, 0)",228.05347625782613,7.425509760406799e-05,228.0388274614207,0.0002279359605042897,227.89312630250058,228.0401819092971
25,NONE,NONE,1,-1,"(1, 0)",228.07232770297094,8.265897255475391e-05,228.05910104976525,0.0009502876411628895,238.43858100692137,228.93170551263296
26,NONE,NONE,1,-1,"(1, 0)",228.0893234666089,7.451640707731815e-05,228.07544604938434,0.00046125655354181054,208.06616940795044,226.42949791700525
27,NONE,NONE,1,-1,"(1, 0)",228.10365193793686,6.28175886309308e-05,228.09060682078834,0.0013850379077010148,234.83118168571647,228.66129756640188
28,NONE,NONE,1,-1,"(1, 0)",228.11877148589357,6.628147669199507e-05,228.10588072951674,0.0016818819347543367,240.7554762759222,229.16615981288626
29,NONE,NONE,1,-1,"(1, 0)",228.1368854157714,7.940254378581776e-05,228.12354407032583,0.0010520310661516095,225.81344093389484,227.9443229204939
30,NONE,NONE,1,-1,"(1, 0)",228.15541135015474,8.120204756828255e-05,228.14191751955119,0.000901478271753732,221.1360852210002,227.57371068456095
31,NONE,NONE,1,-1,"(1, 0)",228.17110198066024,6.87693134339137e-05,228.1576840529507,0.00098899551642352,230.3365870994612,228.35054620201493
32,NONE,NONE,1,-1,"(1, 0)",228.1852420707964,6.196951275019529e-05,228.17152574462006,0.0006643747791933907,248.90059505691454,229.90172583018696
33,NONE,NONE,1,-1,"(1, 0)",228.20160414624584,7.170266010976875e-05,228.18850948776225,0.0013643755194620497,216.0230387939474,227.1925549249735
34,NONE,NONE,1,-1,"(1, 0)",228.22041588789645,8.243135009071447e-05,228.20782424404968,0.002264712769411851,244.8285498521553,229.59636147722034
35,NONE,NONE,1,-1,"(1, 0)",228.237985768102,7.698348918770516e-05,228.22447082813488,0.0008394232309529726,217.52386360423344,227.35041379187166
36,NONE,NONE,1,-1,"(1, 0)",228.25260203077718,6.403752046950067e-05,228.23981467033508,0.0021540747349897784,226.8655119277768,228.13770101991275
37,NONE,NONE,1,-1,"(1, 0)",228.2672786489693,6.429782718467224e-05,228.25446797528537,0.002092689838474311,210.90415006778832,226.82907881699575
38,NONE,NONE,1,-1,"(1, 0)",228.28494322557864,7.738250203079305e-05,228.27136953757952,0.0009257692696196012,237.26051766975777,229.028338675922
