n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.47200646944404,0.00021096428091720623,227.47637025635183,1269.4637841468166,223.20633378753774,227.117442596326
1,NONE,NONE,1,-1,"(1, 0)",227.42402306274084,0.00021096428091720623,227.43059902883164,3035.910948966,229.26255239945394,227.5768743638517
2,NONE,NONE,1,-1,"(1, 0)",227.37604977775482,0.00021096428091720623,227.38085799345464,1512.9695042624253,247.93856900671545,229.08593326333138
3,NONE,NONE,1,-1,"(1, 0)",227.3280866123509,0.00021096428091720623,227.33310107443856,1641.4406161796976,231.08831012205798,227.64083528662314
4,NONE,NONE,1,-1,"(1, 0)",227.31538127642594,5.589142625221152e-05,227.320137617569,1118.298664194629,243.41983657608756,228.65491030843611
5,NONE,NONE,1,-1,"(1, 0)",227.30058225533926,6.510559363963413e-05,227.30523796031596,983.6969882770138,245.05861146045805,228.77774767148176
6,NONE,NONE,1,-1,"(1, 0)",227.2824850846667,7.962096251414483e-05,227.28661260449445,566.6703678524783,217.326866919172,226.45428136675682
7,NONE,NONE,1,-1,"(1, 0)",227.2641585031893,8.063674760726675e-05,227.26946831103055,1919.5210234276783,234.0092890089465,227.82532834241076
8,NONE,NONE,1,-1,"(1, 0)",227.2482691704059,6.991814446604312e-05,227.2546136499571,6577.588133946271,213.7373204153901,226.12412975344358
9,NONE,NONE,1,-1,"(1, 0)",227.23419367909938,6.194074562435635e-05,227.24081762232638,9578.654178691806,227.62314604012772,227.2665573400003
10,NONE,NONE,1,-1,"(1, 0)",227.21801004083812,7.122261982928076e-05,227.22555901488337,28240.192029499136,225.22710206259922,227.05234024061411
11,NONE,NONE,1,-1,"(1, 0)",227.19941829012612,8.182675031048578e-05,227.2070665289097,31257.0230045769,216.33848760133657,226.2955716652032
12,NONE,NONE,1,-1,"(1, 0)",227.18180970282896,7.750578686430316e-05,227.19021040189023,70159.66005757278,230.25099701485044,227.43724726042768
13,NONE,NONE,1,-1,"(1, 0)",227.1671181944811,6.467059764388112e-05,227.1764869510296,244022.58721777465,218.2906192651698,226.4283109421719
14,NONE,NONE,1,-1,"(1, 0)",227.1525466955932,6.414645906381087e-05,227.162517432758,533297.8091073314,220.97332425081504,226.6382057097511
15,NONE,NONE,1,-1,"(1, 0)",227.13514499272577,7.661093705303894e-05,227.14587556015323,1218539.6966469535,231.9728843663214,227.5378555756812
16,NONE,NONE,1,-1,"(1, 0)",227.1164593871996,8.226984938098451e-05,227.12685338013296,867529.2729428556,212.74735866641305,225.92022607194875
17,NONE,NONE,1,-1,"(1, 0)",227.1001153490303,7.196583782023416e-05,227.1102396198103,635504.0483691161,208.85754916590938,225.58130520430987
18,NONE,NONE,1,-1,"(1, 0)",227.08598934153312,6.220360929511352e-05,227.09596461385524,521009.7066799462,218.54556075633576,226.37489988562177
19,NONE,NONE,1,-1,"(1, 0)",227.07041661405734,6.857869790088603e-05,227.08037477188327,510684.19103428116,215.04660084987827,226.06922622964126
20,NONE,NONE,1,-1,"(1, 0)",227.05203605089932,8.094981016767406e-05,227.0613303531364,258168.52158729217,232.09559348932854,227.47203333688708
21,NONE,NONE,1,-1,"(1, 0)",227.03398273922716,7.951494181553638e-05,227.0454801155557,2595694.5602067043,209.8853127905377,225.60583055786356
22,NONE,NONE,1,-1,"(1, 0)",227.0188755738647,6.654364174311141e-05,227.03014978106586,1964897.4971528926,225.33680961447428,226.8787827249256
23,NONE,NONE,1,-1,"(1, 0)",227.00462730651242,6.276444838914587e-05,227.0150386297211,625804.586046163,232.34450854234348,227.44939353306717
