n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.47200646944404,0.00021096428091720623,227.47700362970085,1629.2822743910986,239.94009381677014,228.50835727971452
1,NONE,NONE,1,-1,"(1, 0)",227.42402306274084,0.00021096428091720623,227.43057638208816,3008.9375662098137,228.19727673363843,227.48830967885584
2,NONE,NONE,1,-1,"(1, 0)",227.37604977775482,0.00021096428091720623,227.38365410196698,4554.794664491391,241.84439759614355,228.57917030607013
3,NONE,NONE,1,-1,"(1, 0)",227.3280866123509,0.00021096428091720623,227.33463460267888,3004.6288949551486,227.05772052605838,227.3055994823072
4,NONE,NONE,1,-1,"(1, 0)",227.31538127642594,5.589142625221152e-05,227.32386451897287,53548.47165123372,211.12667257474266,225.96884425340002
5,NONE,NONE,1,-1,"(1, 0)",227.30058225533926,6.510559363963413e-05,227.30873765587998,35246.694023310665,221.3015585536009,226.8015657124296
6,NONE,NONE,1,-1,"(1, 0)",227.2824850846667,7.962096251414483e-05,227.29021744667375,22668.737966108525,251.94350261491155,229.3340248350338
7,NONE,NONE,1,-1,"(1, 0)",227.2641585031893,8.063674760726675e-05,227.27204196545864,26507.83872605045,246.5957723988593,228.87247707500418
8,NONE,NONE,1,-1,"(1, 0)",227.2482691704059,6.991814446604312e-05,227.2574607654465,125792.90073707025,213.6869213548375,226.1199364453664
9,NONE,NONE,1,-1,"(1, 0)",227.23419367909938,6.194074562435635e-05,227.24292883137798,68183.84806277229,234.57555344143404,227.8450481222292
10,NONE,NONE,1,-1,"(1, 0)",227.21801004083812,7.122261982928076e-05,227.226166884018,34716.63740714016,218.84537524379863,226.5212964059864
11,NONE,NONE,1,-1,"(1, 0)",227.19941829012612,8.182675031048578e-05,227.20958175312924,267339.6155734277,218.63521003839995,226.4867049007064
12,NONE,NONE,1,-1,"(1, 0)",227.18180970282896,7.750578686430316e-05,227.1917590545531,212593.8566776086,217.6247482249335,226.38640942466003
13,NONE,NONE,1,-1,"(1, 0)",227.1671181944811,6.467059764388112e-05,227.17637100991448,86811.08434913094,225.514383454971,227.02955805715473
14,NONE,NONE,1,-1,"(1, 0)",227.1525466955932,6.414645906381087e-05,227.1617926912138,86107.04084488112,245.06104058030377,228.6431990360658
15,NONE,NONE,1,-1,"(1, 0)",227.13514499272577,7.661093705303894e-05,227.14517969260623,203005.75376984314,224.1943521219112,226.89034296436088
16,NONE,NONE,1,-1,"(1, 0)",227.1164593871996,8.226984938098451e-05,227.1260818224747,133864.37785785453,234.30252172721143,227.71470191772596
17,NONE,NONE,1,-1,"(1, 0)",227.1001153490303,7.196583782023416e-05,227.10955599203956,108554.44969702556,229.4243932438261,227.29362632826036
18,NONE,NONE,1,-1,"(1, 0)",227.08598934153312,6.220360929511352e-05,227.09609579372596,264844.9831096561,241.69119901608195,228.30204196668436
19,NONE,NONE,1,-1,"(1, 0)",227.07041661405734,6.857869790088603e-05,227.08093482353905,436961.32698329707,226.5342033250079,227.0257675941853
20,NONE,NONE,1,-1,"(1, 0)",227.05203605089932,8.094981016767406e-05,227.0626230674913,469382.9463075787,224.28025090618445,226.82121836867145
21,NONE,NONE,1,-1,"(1, 0)",227.03398273922716,7.951494181553638e-05,227.04539853431012,1119018.3074345642,222.89136797663218,226.68898313707427
22,NONE,NONE,1,-1,"(1, 0)",227.0188755738647,6.654364174311141e-05,227.02987497841545,665116.0719941756,232.61038626354184,227.48457114187568
23,NONE,NONE,1,-1,"(1, 0)",227.00462730651242,6.276444838914587e-05,227.01609117123618,1232925.5646806571,205.15143424256885,225.18444408745438
24,NONE,NONE,1,-1,"(1, 0)",226.98777168157096,7.425509760406799e-05,226.99892380554934,869866.5523836876,227.7279366189997,227.04942563929424
25,NONE,NONE,1,-1,"(1, 0)",226.96900988100754,8.265897255475391e-05,226.97933877859998,379771.65653547534,235.32726623306522,227.66529006837797
26,NONE,NONE,1,-1,"(1, 0)",226.9520975960025,7.451640707731815e-05,226.96178491889776,185507.56095729175,211.89995501634445,225.69809326625278
27,NONE,NONE,1,-1,"(1, 0)",226.9378414602695,6.28175886309308e-05,226.94684807052394,75266.68171515674,210.47900920256214,225.56655870995246
28,NONE,NONE,1,-1,"(1, 0)",226.92280018350473,6.628147669199507e-05,226.9316118571824,58949.40108544752,235.38814499507652,227.62814492364043
29,NONE,NONE,1,-1,"(1, 0)",226.9047826512556,7.940254378581776e-05,226.91412067374674,102481.54163105768,235.49759775892903,227.62080525208478
30,NONE,NONE,1,-1,"(1, 0)",226.88635826636028,8.120204756828255e-05,226.89470727081314,37167.12034723462,211.15326298679975,225.57524352006982
31,NONE,NONE,1,-1,"(1, 0)",226.87075598376006,6.87693134339137e-05,226.8798780060934,94900.10812774679,231.90629824188076,227.2904208771224
32,NONE,NONE,1,-1,"(1, 0)",226.85669734916235,6.196951275019529e-05,226.86515510714787,38867.454677726855,251.74140552074655,228.93073129591068
33,NONE,NONE,1,-1,"(1, 0)",226.8404317036507,7.170266010976875e-05,226.84805242528958,14699.317739497195,230.17325740186146,227.11822838279195
34,NONE,NONE,1,-1,"(1, 0)",226.82173371127115,8.243135009071447e-05,226.82930801486566,14033.049896680326,236.12228605945583,227.59701444121245
35,NONE,NONE,1,-1,"(1, 0)",226.80427285489392,7.698348918770516e-05,226.81295205830406,46451.862504118406,233.5376201576098,227.36559825834112
36,NONE,NONE,1,-1,"(1, 0)",226.78974933665842,6.403752046950067e-05,226.79812505241972,31311.358749404517,213.38594417442616,225.67226974898352
37,NONE,NONE,1,-1,"(1, 0)",226.77516771733656,6.429782718467224e-05,226.78334638917642,24266.94813765264,211.76536457192205,225.52371509334824
38,NONE,NONE,1,-1,"(1, 0)",226.7576199664133,7.738250203079305e-05,226.765623474058,20105.25978506564,238.9296586495137,227.77255056836836
39,NONE,NONE,1,-1,"(1, 0)",226.7389406399803,8.237913169001046e-05,226.7467231883334,16085.306562291853,235.3186415846692,227.45439337897918
40,NONE,NONE,1,-1,"(1, 0)",226.722782049379,7.126771588264478e-05,226.73089184389667,23603.673328279234,225.65146811879004,226.63343987792786
41,NONE,NONE,1,-1,"(1, 0)",226.70877256033913,6.179318091964788e-05,226.71660254362888,16189.75573138523,238.93584196384907,227.7285114102881
42,NONE,NONE,1,-1,"(1, 0)",226.69310143826098,6.912685184190046e-05,226.70197320264288,56933.86278426635,238.40068144475873,227.66958231760972
43,NONE,NONE,1,-1,"(1, 0)",226.67461012709225,8.157312798105326e-05,226.68247016505146,20247.779433364205,226.33007708865003,226.64587170558102
44,NONE,NONE,1,-1,"(1, 0)",226.65665339298315,7.922124752237611e-05,226.66330694012873,5687.313179567821,226.7461141662357,226.66411614635194
45,NONE,NONE,1,-1,"(1, 0)",226.64174051904644,6.579716205652897e-05,226.64869912016434,8377.051749113323,244.53352172410825,228.13435824703217
46,NONE,NONE,1,-1,"(1, 0)",226.62751665088936,6.276123049053983e-05,226.6349850475478,16505.20251097507,191.5837734910131,223.70381695631625
47,NONE,NONE,1,-1,"(1, 0)",226.61052004473564,7.50007933385097e-05,226.61871192623886,36931.038993777525,223.0584106002859,226.31414530572755
48,NONE,NONE,1,-1,"(1, 0)",226.59172058803776,8.296277036232505e-05,226.5993687497398,21387.436693709933,224.0991790054061,226.38373497782482
49,NONE,NONE,1,-1,"(1, 0)",226.57497829622295,7.389021242584159e-05,226.5838124074088,81670.62809153553,229.61043674707935,226.8282853357252
50,NONE,NONE,1,-1,"(1, 0)",226.56087177713823,6.226176581263052e-05,226.56957367656844,68453.99868504405,227.52249446761417,226.64112356359504
51,NONE,NONE,1,-1,"(1, 0)",226.54576390348944,6.66857311929982e-05,226.5535629227644,22128.549104557474,240.2687513423541,227.69108598403406
52,NONE,NONE,1,-1,"(1, 0)",226.52761323384885,8.012242857860975e-05,226.53397508515368,4954.665753883313,221.36150535999735,226.09641474031838
53,NONE,NONE,1,-1,"(1, 0)",226.50924578659448,8.108588472991396e-05,226.5147505380179,2051.2808378094674,235.0937969153993,227.22582890257706
54,NONE,NONE,1,-1,"(1, 0)",226.49384347238512,6.800092352775801e-05,226.49877485873185,1015.1111297885031,229.72188036961379,226.76331755504316
55,NONE,NONE,1,-1,"(1, 0)",226.47985175202172,6.177718713197589e-05,226.48360992789483,208.0298375154384,215.1416095929675,225.5332853838013
56,NONE,NONE,1,-1,"(1, 0)",226.46345615033468,7.239582264776928e-05,226.46692041929293,148.261896448017,240.79014386952923,227.6595977020552
57,NONE,NONE,1,-1,"(1, 0)",226.44468249931458,8.29026878909306e-05,226.4477203269105,96.5144231115486,261.33086201243185,229.35758667425034
58,NONE,NONE,1,-1,"(1, 0)",226.4273651470116,7.647790320205286e-05,226.43006189225903,66.51699951120024,228.3103457541239,226.5846010966411
59,NONE,NONE,1,-1,"(1, 0)",226.41301876035357,6.336178120441395e-05,226.4163287850656,149.29045017188906,243.0841195346932,227.8052064690263
60,NONE,NONE,1,-1,"(1, 0)",226.39840806901225,6.453322721428471e-05,226.40297741987857,761.8959391497881,224.63191474550004,226.25088037802186
61,NONE,NONE,1,-1,"(1, 0)",226.38071468212397,7.815460567075193e-05,226.38500099901972,563.2093075782569,229.3813731645606,226.63133256463834
62,NONE,NONE,1,-1,"(1, 0)",226.36204960177295,8.245335689056135e-05,226.36696353389613,1063.9120049868452,216.66493566374513,225.55207053615464
63,NONE,NONE,1,-1,"(1, 0)",226.34608634287505,7.052340188774753e-05,226.35124144904916,1416.165293326448,208.58892409013947,224.86276417606058
64,NONE,NONE,1,-1,"(1, 0)",226.33218466469822,6.141968400762772e-05,226.33722268423531,1208.1282344827562,233.02856908981812,226.89159305484213
65,NONE,NONE,1,-1,"(1, 0)",226.31640464479545,6.972304910185986e-05,226.321384144029,1126.71215601012,230.97120277206926,226.70528833515544
66,NONE,NONE,1,-1,"(1, 0)",226.297805104189,8.218717051440582e-05,226.3011588073688,215.86158742556447,226.03460620494258,226.2758144251197
67,NONE,NONE,1,-1,"(1, 0)",226.27995765228388,7.887021141143826e-05,226.28246574997144,88.14500079660375,227.5935404700725,226.38971820462663
68,NONE,NONE,1,-1,"(1, 0)",226.26524078054058,6.50404503216428e-05,226.2688947274959,384.2479540402559,243.68597239946206,227.72097959448917
69,NONE,NONE,1,-1,"(1, 0)",226.25102970332622,6.280913260357242e-05,226.2532033428486,53.62292310905635,228.47047143152938,226.43650586344674
70,NONE,NONE,1,-1,"(1, 0)",226.23388533353975,7.577874631799494e-05,226.2361947293157,62.29022058286371,221.0051065607577,225.79688926798428
71,NONE,NONE,1,-1,"(1, 0)",226.2150572735314,8.322733571098682e-05,226.21653008855782,26.890531985423458,217.28256260179967,225.46846039397383
72,NONE,NONE,1,-1,"(1, 0)",226.19849520134025,7.32165166492096e-05,226.19900267191923,8.932849738226096,232.37099744309043,226.71444382525107
73,NONE,NONE,1,-1,"(1, 0)",226.18453334871876,6.172580200753065e-05,226.18570488908676,21.956047920305625,221.86280717403935,225.82326554756605
74,NONE,NONE,1,-1,"(1, 0)",226.1693465074227,6.714584301393215e-05,226.17024880964422,15.703186828048267,207.83832202047458,224.63689088118775
75,NONE,NONE,1,-1,"(1, 0)",226.15106265707584,8.084468437123241e-05,226.1516013019305,10.780965143219511,225.97321088095796,226.13619322136876
76,NONE,NONE,1,-1,"(1, 0)",226.13276443513513,8.091477454926468e-05,226.13305552660282,8.347312728381066,237.5320542215349,227.08588801914402
77,NONE,NONE,1,-1,"(1, 0)",226.11756701265514,6.72080103824392e-05,226.11830183209895,14.497386289968148,224.66186628882787,225.99584399579365
78,NONE,NONE,1,-1,"(1, 0)",226.1036317840518,6.163014314603286e-05,226.10458410811026,19.474186746957244,245.76864279357054,227.74808517695934
79,NONE,NONE,1,-1,"(1, 0)",226.0870970366661,7.313173994597107e-05,226.0873819941228,9.078733849037004,247.22228023875854,227.8546203579795
80,NONE,NONE,1,-1,"(1, 0)",226.06825440688598,8.334582231918381e-05,226.0673386619406,2.720960646374718,219.9744076060654,225.55858699636076
81,NONE,NONE,1,-1,"(1, 0)",226.05109238472264,7.591810566558247e-05,226.05014084898832,2.615354969904679,237.98641141849666,227.04939529177304
82,NONE,NONE,1,-1,"(1, 0)",226.03692111087997,6.269254403679031e-05,226.03641039018984,4.708739298478504,214.58662396385304,225.0791267236008
83,NONE,NONE,1,-1,"(1, 0)",226.02226860917085,6.482558942493963e-05,226.02138635614295,2.915005370402976,222.3393021428618,225.71417588057662
84,NONE,NONE,1,-1,"(1, 0)",226.0044264190699,7.89430814881342e-05,226.00349097962808,2.754826110358736,224.3719213135601,225.867851007913
85,NONE,NONE,1,-1,"(1, 0)",225.9857870101659,8.247704645248558e-05,225.9847607161648,2.511870988148742,230.0657378927266,226.32714393899866
86,NONE,NONE,1,-1,"(1, 0)",225.97002677586002,6.974236786671209e-05,225.96889140191382,2.2034052442099292,224.91128041576596,225.88143854948308
87,NONE,NONE,1,-1,"(1, 0)",225.95622447355072,6.108210034465127e-05,225.95565656921664,4.793406788352894,226.1473164723087,225.9722146445141
88,NONE,NONE,1,-1,"(1, 0)",225.94032438183137,7.037049415923113e-05,225.9402663548253,8.788678856985637,209.20665755222043,224.53998828623295
89,NONE,NONE,1,-1,"(1, 0)",225.92162050621764,8.278579701622331e-05,225.92128818296962,6.65975096100227,239.62440674350503,227.06841606365748
90,NONE,NONE,1,-1,"(1, 0)",225.90389503017056,7.846159832348012e-05,225.90408228036245,11.590896147537721,213.85497486198796,224.8954335334491
91,NONE,NONE,1,-1,"(1, 0)",225.889375284556,6.427605975374284e-05,225.88942784621727,9.725731882077076,201.2761388372939,223.82918263659667
92,NONE,NONE,1,-1,"(1, 0)",225.87516465193045,6.291167798277082e-05,225.8758998621238,24.119516882300285,231.58986978883058,226.35353060111254
93,NONE,NONE,1,-1,"(1, 0)",225.85786635884077,7.658635481865539e-05,225.85940354131162,57.95195875670376,230.2978973135953,226.22956047843897
94,NONE,NONE,1,-1,"(1, 0)",225.83901952537457,8.344902994065463e-05,225.8395353676042,20.800806444326902,206.3626925498014,224.2084362221466
95,NONE,NONE,1,-1,"(1, 0)",225.82264772467582,7.249586091990611e-05,225.8238830926641,47.74900966586268,233.44206210639496,226.46060120607558
96,NONE,NONE,1,-1,"(1, 0)",225.80882465081254,6.121395302636754e-05,225.81009305762902,49.95851650224061,216.81563975643175,225.05580289161986
97,NONE,NONE,1,-1,"(1, 0)",225.79354632657848,6.766272819518275e-05,225.79444168373024,31.48635591668585,229.02010963505901,226.0637327856649
98,NONE,NONE,1,-1,"(1, 0)",225.77513009738644,8.156557424709384e-05,225.77596546306802,29.60530381809964,227.91121771698556,225.9540167243915
99,NONE,NONE,1,-1,"(1, 0)",225.75691389666244,8.068619260220234e-05,225.75782194698277,31.92497737444421,226.1449520918946,225.78941277185027
100,NONE,NONE,1,-1,"(1, 0)",225.74192563107917,6.63933736993224e-05,225.74327233248823,55.521346379266305,245.55458110751093,227.40138023313506
101,NONE,NONE,1,-1,"(1, 0)",225.72803570772885,6.15319934620221e-05,225.7296695961764,82.085311440937,222.7668127253768,225.47999639315682
102,NONE,NONE,1,-1,"(1, 0)",225.7113529717732,7.390908450425461e-05,225.71323117375874,108.2805081932572,213.78694435670127,224.71246137603666
103,NONE,NONE,1,-1,"(1, 0)",225.69244895251282,8.375657976671986e-05,225.6958553913894,499.37932191904525,201.52301530633952,223.6676385730411
104,NONE,NONE,1,-1,"(1, 0)",225.6754541019112,7.530376216212517e-05,225.67984266350834,1489.5867079611212,217.45523352272514,224.98674779516895
