n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.5680036565447,0.00021096428091720623,227.56920941614715,365.8848642672415,230.0768964018918,227.77645553332542
1,NONE,NONE,1,-1,"(1, 0)",227.61601744121455,0.00021096428091720623,227.6133575089752,79.86193838021258,218.2212782928624,226.8356182342598
2,NONE,NONE,1,-1,"(1, 0)",227.6640413561465,0.00021096428091720623,227.65761840935164,18.161762660666984,228.92270833649795,227.7685738500549
3,NONE,NONE,1,-1,"(1, 0)",227.7120754034779,0.00021096428091720623,227.70560821129365,17.861506298733797,231.26071600894085,228.0067284051741
4,NONE,NONE,1,-1,"(1, 0)",227.72480291182302,5.589142625221152e-05,227.71845532520646,21.34724335433353,245.8148407776482,229.2267825828301
5,NONE,NONE,1,-1,"(1, 0)",227.73962955294647,6.510559363963413e-05,227.73235319928202,6.534634439071003,238.79500631150307,228.6574756199264
6,NONE,NONE,1,-1,"(1, 0)",227.7577631233507,7.962096251414483e-05,227.75194053296403,29.772798512701428,222.15596846702437,227.292724622723
7,NONE,NONE,1,-1,"(1, 0)",227.7761295091041,8.063674760726675e-05,227.7696818094388,15.652649747163082,242.5560565258133,229.00300077231563
8,NONE,NONE,1,-1,"(1, 0)",227.79205575019319,6.991814446604312e-05,227.78521238361893,9.791500923297809,227.1606071660735,227.73964331560842
9,NONE,NONE,1,-1,"(1, 0)",227.80616579696255,6.194074562435635e-05,227.80034508426462,38.57104281645609,228.49345040882628,227.86320928314618
10,NONE,NONE,1,-1,"(1, 0)",227.82239132670938,7.122261982928076e-05,227.8165176803064,36.283872073337754,230.85994171103314,228.07448502982766
11,NONE,NONE,1,-1,"(1, 0)",227.84103405536615,8.182675031048578e-05,227.83644370781627,133.4125825254131,235.364202457794,228.4653490329562
12,NONE,NONE,1,-1,"(1, 0)",227.85869373834558,7.750578686430316e-05,227.85413454745293,138.00121360562832,225.92646495660662,227.69835891517823
13,NONE,NONE,1,-1,"(1, 0)",227.8734299727434,6.467059764388112e-05,227.86845456814729,80.93793690607981,221.56970686927846,227.35038581887687
14,NONE,NONE,1,-1,"(1, 0)",227.88804771522408,6.414645906381087e-05,227.8827094379538,50.6430006439974,240.47890036972078,228.93269217969012
15,NONE,NONE,1,-1,"(1, 0)",227.9055071008841,7.661093705303894e-05,227.89936193913024,21.14749331716625,229.21448562148728,228.01410279714676
16,NONE,NONE,1,-1,"(1, 0)",227.92425762391719,8.226984938098451e-05,227.91807439286177,20.363130040602375,237.0299751035273,228.67962554294132
17,NONE,NONE,1,-1,"(1, 0)",227.94066097430996,7.196583782023416e-05,227.93421363898037,15.02762393815028,230.25396397513032,228.1325480089674
18,NONE,NONE,1,-1,"(1, 0)",227.95484014712102,6.220360929511352e-05,227.94827658064634,12.87769166247687,212.30097913090043,226.65644295031294
19,NONE,NONE,1,-1,"(1, 0)",227.97047352929087,6.857869790088603e-05,227.96399203625003,14.230268244028942,222.4321103951256,227.5111298549936
