n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.47200646944404,0.00021096428091720623,227.4735203413376,413.0188364696361,237.6874992017394,228.32112100285295
1,NONE,NONE,1,-1,"(1, 0)",227.42402306274084,0.00021096428091720623,227.42239967235707,119.94826396641854,242.8295905033528,228.70480818845343
2,NONE,NONE,1,-1,"(1, 0)",227.37604977775482,0.00021096428091720623,227.37432888700474,115.3859704152894,221.96163530090007,226.92581224630482
3,NONE,NONE,1,-1,"(1, 0)",227.3280866123509,0.00021096428091720623,227.32719339087882,159.85067066737042,216.4456648797178,226.4229640947754
4,NONE,NONE,1,-1,"(1, 0)",227.31538127642594,5.589142625221152e-05,227.3140032483094,77.68154403774949,227.70872513700286,227.34809865251856
5,NONE,NONE,1,-1,"(1, 0)",227.30058225533926,6.510559363963413e-05,227.2994896705744,111.84792607150814,220.17890542142158,226.70818010291043
6,NONE,NONE,1,-1,"(1, 0)",227.2824850846667,7.962096251414483e-05,227.28156981813123,134.59040180825465,209.0299342644119,225.76406300384932
7,NONE,NONE,1,-1,"(1, 0)",227.2641585031893,8.063674760726675e-05,227.26296325557917,100.80720672359641,225.93006703592127,227.15316704148896
8,NONE,NONE,1,-1,"(1, 0)",227.2482691704059,6.991814446604312e-05,227.2465516117973,54.135492789961766,219.86655199327637,226.6340947409012
9,NONE,NONE,1,-1,"(1, 0)",227.23419367909938,6.194074562435635e-05,227.23231210651934,43.42162057408318,221.57605944655165,226.76339582316137
10,NONE,NONE,1,-1,"(1, 0)",227.21801004083812,7.122261982928076e-05,227.21568213342894,25.770954493693022,238.25871206574513,228.13674205597485
11,NONE,NONE,1,-1,"(1, 0)",227.19941829012612,8.182675031048578e-05,227.19770470098467,48.122806329515804,227.66326791606693,227.23801985484388
12,NONE,NONE,1,-1,"(1, 0)",227.18180970282896,7.750578686430316e-05,227.17918629509253,18.11164214977043,246.6336017519617,228.800713258336
13,NONE,NONE,1,-1,"(1, 0)",227.1671181944811,6.467059764388112e-05,227.1644304298933,16.667203458069917,206.0263959326628,225.40753718732176
14,NONE,NONE,1,-1,"(1, 0)",227.1525466955932,6.414645906381087e-05,227.15069448652287,49.2737836344268,220.57501417154694,226.6050515061806
15,NONE,NONE,1,-1,"(1, 0)",227.13514499272577,7.661093705303894e-05,227.133121327104,40.8889291426758,221.63159574913175,226.6770100348344
16,NONE,NONE,1,-1,"(1, 0)",227.1164593871996,8.226984938098451e-05,227.11444457007784,41.24635114417898,183.5179346030073,223.4868649639944
17,NONE,NONE,1,-1,"(1, 0)",227.1001153490303,7.196583782023416e-05,227.09630300570458,5.153934767730813,236.13436741298088,227.85227453250005
18,NONE,NONE,1,-1,"(1, 0)",227.08598934153312,6.220360929511352e-05,227.08280124411257,11.881318317761625,252.00092109711994,229.1604455692751
19,NONE,NONE,1,-1,"(1, 0)",227.07041661405734,6.857869790088603e-05,227.06584120194074,2.203719790759871,225.0643590725499,226.90337766730917
20,NONE,NONE,1,-1,"(1, 0)",227.05203605089932,8.094981016767406e-05,227.04920087156816,13.1959746085613,235.38234565975714,227.74573439177667
21,NONE,NONE,1,-1,"(1, 0)",227.03398273922716,7.951494181553638e-05,227.03024993623507,5.152329631000505,222.89992916237318,226.6896961180884
22,NONE,NONE,1,-1,"(1, 0)",227.0188755738647,6.654364174311141e-05,227.0138158763047,0.9785288367709296,236.77488546716984,227.8314163738262
23,NONE,NONE,1,-1,"(1, 0)",227.00462730651242,6.276444838914587e-05,227.00002381030544,1.7918069234830127,191.42319308607105,224.04099955250138
24,NONE,NONE,1,-1,"(1, 0)",226.98777168157096,7.425509760406799e-05,226.98303962522334,1.550454631893969,234.04147620662823,227.57532829036023
25,NONE,NONE,1,-1,"(1, 0)",226.96900988100754,8.265897255475391e-05,226.96448886093998,1.916997194813227,236.0204736396741,227.7230373499436
26,NONE,NONE,1,-1,"(1, 0)",226.9520975960025,7.451640707731815e-05,226.9481789847866,3.757768585759994,218.70254099220207,226.2648213730373
27,NONE,NONE,1,-1,"(1, 0)",226.9378414602695,6.28175886309308e-05,226.93357806922148,2.377717665580914,229.07897652516073,227.11623209786833
28,NONE,NONE,1,-1,"(1, 0)",226.92280018350473,6.628147669199507e-05,226.91873007324318,3.030399235397195,221.6992638540782,226.48756760209443
29,NONE,NONE,1,-1,"(1, 0)",226.9047826512556,7.940254378581776e-05,226.90103877561577,4.265864151006381,218.07549446767248,226.16905520809976
30,NONE,NONE,1,-1,"(1, 0)",226.88635826636028,8.120204756828255e-05,226.88322905758855,8.013056535707351,224.72898099282824,226.70657360819993
31,NONE,NONE,1,-1,"(1, 0)",226.87075598376006,6.87693134339137e-05,226.8674034493869,6.111020170821585,235.2832266225194,227.57185596715016
