rsi_10;mom_10;ema_10;ema_20;ema_30;sma_10;sma_20;sma_30;wma_10;wma_20;wma_30;trima_10;trima_20;trima_30;roc_10;rocr_10;ppo_10;close;close_t-1;close_t-2;close_t-3;close_t-4;label
44.96275301510007;-0.9657839469237501;227.99220466180026;228.06225531874546;228.21341574395782;227.8869219760364;228.26496256430477;228.21341574395782;227.8766271218504;228.13944384482303;228.1636814935499;227.89127808123624;228.3793040342699;228.28339720925484;-0.42228645331521264;0.9957771354668479;-0.04254733623351381;227.73772745907468;227.9862749294601;227.9375890463517;227.8697868382614;227.6353718802405;1
58.112886661863286;1.9490449885303462;228.24009529576963;228.18543130254417;228.2871052539368;228.08182647488943;228.32233467808928;228.21463348966896;228.1436600623223;228.2433143766637;228.2373710035289;227.93076180839637;228.32828797266228;228.3032735789012;0.85707510121944;1.0085707510121944;-0.06301294083473574;229.3556031486319;227.73772745907468;227.9862749294601;227.9375890463517;227.8697868382614;0
47.16325184846254;0.028854759543605724;228.18566963539806;228.16212871789483;228.2647600223103;228.0847119508438;228.25664418498258;228.15713951412263;228.11801055120168;228.20697337529577;228.2197013695971;227.96498398906732;228.28482152444;228.32060414010792;0.012660488381266433;1.0001266048838127;-0.09075644348148003;227.940754163726;229.3556031486319;227.73772745907468;227.9862749294601;227.9375890463517;1
49.93846772328099;-0.8141832500912756;228.2092565247798;228.1767257473332;228.26802695809658;228.00329362583466;228.28704952732943;228.17927200807802;228.15995338322966;228.21256893167813;228.22991156397612;228.0132035379572;228.24615945232298;228.3293017407119;-0.3553374677027654;0.9964466253229723;-0.07021657716825727;228.31539752699763;227.940754163726;229.3556031486319;227.73772745907468;227.9862749294601;1
56.67194166598808;1.9810638576531403;228.4099422947491;228.2849450342168;228.33544639690396;228.2014000116;228.36769842738642;228.24410410886966;228.39808695300718;228.31028119189543;228.30305712859112;228.14538125554338;228.21257714166623;228.3276190456485;0.8714409620594887;1.0087144096205949;-0.03794694642765721;229.313028259611;228.31539752699763;227.940754163726;229.3556031486319;227.73772745907468;0
48.46656609093047;0.26041814191927415;228.368659151261;228.27522503148802;228.32560372649496;228.2274418257919;228.40034700827806;228.25008288714008;228.39472058827346;228.29267991362667;228.29910750902306;228.2705872070958;228.1847085037225;228.31574937424907;0.11425733737564503;1.0011425733737565;-0.0865585133793882;228.18288500556457;229.313028259611;228.31539752699763;227.940754163726;229.3556031486319;1
56.57449324690156;1.8591408187987497;228.5733597963116;228.3913476664929;228.4010172085946;228.41335590767176;228.47600533138862;228.30166096133317;228.62509711068205;228.3968861698896;228.37939330333916;228.40658145714747;228.1701724779868;228.30966288947627;0.8167187741704884;1.0081671877417049;-0.03205515450412791;229.49451269903926;228.18288500556457;229.313028259611;228.31539752699763;227.940754163726;0
52.50170057495901;1.0426879633118915;228.63501706999554;228.44097882221484;228.43401447265774;228.51762470400294;228.42715543498156;228.34659340812235;228.71584600048234;228.43845469085957;228.41880064787077;228.51762535284766;228.16826065515932;228.30999802016404;0.4575806111812408;1.0045758061118124;-0.007791394612375027;228.9124748015733;229.49451269903926;228.18288500556457;229.313028259611;228.31539752699763;0
48.64538061192283;0.3980481071488384;228.58058435790554;228.4309462823373;228.42766754884113;228.55742951471785;228.3357668540541;228.35138587270646;228.68275735493643;228.42973866405185;228.41809379273388;228.62697832524915;228.1883282323191;228.3055775607273;0.1746303050822906;1.001746303050823;0.033236311542186064;228.33563715350053;228.9124748015733;229.49451269903926;228.18288500556457;229.313028259611;0
44.126130973194535;-0.37451831204120367;228.40443385963525;228.35292821901172;228.37502813391066;228.5199776835137;228.25173902712118;228.3601797438384;228.5108168281548;228.36078530818182;228.37037577626373;228.66702862688933;228.2252258223303;228.2984157456837;-0.16427230637330315;0.998357276936267;0.025430121429104217;227.6117566174189;228.33563715350053;228.9124748015733;229.49451269903926;228.18288500556457;1
55.59618202390919;1.6854932092075785;228.5896678248438;228.45486083322797;228.44265345870883;228.68852700443443;228.28772449023535;228.4061507110147;228.67504282538542;228.4723549882924;228.43895906171173;228.7041983396151;228.28931915266716;228.297573638499;0.7401027611950939;1.007401027611951;0.05060575257728005;229.42322066828226;227.6117566174189;228.33563715350053;228.9124748015733;229.49451269903926;1
61.6631938976715;1.3244417368429993;228.96973638132218;228.66678312391815;228.58700129269374;228.82097117811873;228.451398826504;228.4885468447658;229.03713698557456;228.70019502593425;228.58566191167688;228.7660472070057;228.3742327164928;228.30992443879174;0.5774621237331301;1.0057746212373313;0.09578525489603258;230.6800448854749;229.42322066828226;227.6117566174189;228.33563715350053;228.9124748015733;0
40.624461797180786;-1.5481138003839874;228.50117346896215;228.45019809910139;228.44542961983234;228.6661597980803;228.37543587446197;228.39314938934857;228.5956222919788;228.5041227913474;228.4504421386818;228.73927127477504;228.427353927692;228.31850708290858;-0.6791737642808715;0.9932082623571913;0.07349682838911999;226.39264036334203;230.6800448854749;229.42322066828226;227.6117566174189;228.33563715350053;1
49.69035202346576;0.11523542750526872;228.48834792087865;228.44833475199675;228.4444749962627;228.67768334083084;228.34048848333265;228.41726079849659;228.55279922951016;228.50937965611323;228.45286043320792;228.68327118131617;228.4812604176908;228.33491398159103;0.05047203506791664;1.0005047203506792;0.06433447950345873;228.4306329545029;226.39264036334203;230.6800448854749;229.42322066828226;227.6117566174189;1
56.975706356335124;1.1517367491510981;228.84769648231202;228.64037572883154;228.57481628739168;228.79285701574594;228.49712851367286;228.5094179568396;228.87772316913404;228.7116917061541;228.5849574790315;228.721696713352;228.55303890768272;228.36068834574436;0.5022552612436781;1.0050225526124368;0.15132749340919058;230.4647650087621;228.4306329545029;226.39264036334203;230.6800448854749;229.42322066828226;0
