rsi_10;mom_10;ema_10;ema_20;ema_30;sma_10;sma_20;sma_30;wma_10;wma_20;wma_30;trima_10;trima_20;trima_30;roc_10;rocr_10;ppo_10;close;close_t-1;close_t-2;close_t-3;close_t-4;label
100.0;0.16641188648051752;228.06238227122088;227.97717462145488;227.89217388178483;228.062919576787;227.98042659758912;227.89217388178483;228.08744602705272;228.03258294604936;227.97706135901927;228.0629201517413;227.98047774056738;227.89688324758194;0.07299712278709958;1.000729971227871;0.050561168460656426;228.13688541577142;228.1187714858936;228.10365193793686;228.08932346660893;228.07232770297094;1
100.0;0.1664829073570786;228.07929664920886;227.99414954799772;227.9091569442603;228.0795678675227;227.99707759876142;227.9117541382385;228.1042627131196;228.04924816057942;227.99404442149478;228.07944708166394;227.99698994503387;227.9141105729257;0.0730223649429762;1.0007302236494298;0.05062435407073854;228.15541135015476;228.13688541577142;228.1187714858936;228.10365193793686;228.08932346660893;1
100.0;0.16404429071937443;228.09598852765455;228.01100216063224;227.92605662402804;228.09597229659465;228.01358099502608;227.93025695622003;228.12090527914458;228.06582191123647;228.0107765403607;228.0959199867158;228.01347948745155;227.93096015207118;0.07194702321120516;1.000719470232112;0.05067503883680205;228.17110198066024;228.15541135015476;228.13688541577142;228.1187714858936;228.10365193793686;1
100.0;0.16301145606848877;228.11221644458942;228.02759643779075;227.94277826575504;228.1122734422015;228.02990841164865;227.94763031337504;228.13713614718128;228.08217058511934;228.027227192914;228.11237037030742;228.02994164642828;227.94754448502408;0.07148928226385909;1.0007148928226386;0.050635403565681754;228.1852420707964;228.17110198066024;228.15541135015476;228.13688541577142;228.1187714858936;1
100.0;0.1650613928508733;228.1284687539815;228.04416860050077;227.95947670965768;228.1287795814866;228.04631712032378;227.96394793813397;228.15337809337117;228.0985225598429;228.04361260148633;228.12886779847045;228.0464176646456;227.96400441956433;0.07238374641971301;1.0007238374641971;0.0505650119971642;228.20160414624584;228.1852420707964;228.17110198066024;228.15541135015476;228.13688541577142;1
100.0;0.16693963007031698;228.1451864146933;228.06095405644322;227.9763114953505;228.14547354449365;228.0629355289574;227.98046837066977;228.17003923999113;228.11510339484983;228.06015892082584;228.14540861795436;228.0629284724031;227.98049426083358;0.0732019668411299;1.0007320196684113;0.0505789229057941;228.22041588789642;228.20160414624584;228.1852420707964;228.17110198066024;228.15541135015476;1
100.0;0.16565806513105485;228.162059024404;228.07781421945833;227.99319370649576;228.16203935100674;228.0795594623183;227.99708024450828;228.1868596442836;228.13177484619692;228.0767729464666;228.16192161277166;228.07944136672901;227.9969982133855;0.07263400465959968;1.000726340046596;0.05065349952951475;228.237985768102;228.22041588789642;228.20160414624584;228.1852420707964;228.17110198066024;1
100.0;0.16327856416828013;228.17852138919912;228.09446067767917;228.00992972741713;228.17836720742358;228.09597668266125;228.01357487475582;228.20332558606003;228.14825509081206;228.0932582230001;228.17838182102008;228.09592206071025;228.0134865219832;0.07158536036966368;1.0007158536036966;0.050670543179476744;228.2526020307772;228.237985768102;228.22041588789642;228.20160414624584;228.1852420707964;1
100.0;0.16362671103243542;228.19465907279368;228.11091953208776;228.0265328836463;228.19472987852683;228.1123075663942;228.02994651275134;228.21949130270474;228.16456956379375;228.10962620843324;228.19485063140587;228.11238967167637;228.0299571366961;0.07173349029807596;1.0007173349029808;0.0506019579035718;228.2672786489693;228.2526020307772;228.237985768102;228.22041588789642;228.20160414624584;1
100.0;0.1661717396850122;228.21107437330002;228.12749321718212;228.04320451860968;228.21134705249528;228.1288127203171;228.0463760952642;228.23589372944141;228.18101105514464;228.12607760926082;228.21137774000744;228.12888619878854;228.046437332103;0.07284439531329845;1.000728443953133;0.05055773633761576;228.28494322557862;228.2672786489693;228.2526020307772;228.237985768102;228.22041588789642;1
