n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.5680036565447,0.00021096428091720623,227.5664660308584,124.19781668981318,251.87523962524492,229.58757542437908
1,NONE,NONE,1,-1,"(1, 0)",227.61601744121455,0.00021096428091720623,227.6139177928363,99.57536250858429,214.63221773359345,226.53748329193337
2,NONE,NONE,1,-1,"(1, 0)",227.6640413561465,0.00021096428091720623,227.660664220378,60.24300824794869,222.70495864424578,227.25218874424414
3,NONE,NONE,1,-1,"(1, 0)",227.7120754034779,0.00021096428091720623,227.70806287408863,46.9363147492871,228.69048127352858,227.79331502691113
4,NONE,NONE,1,-1,"(1, 0)",227.72480291182302,5.589142625221152e-05,227.72077305137887,45.76110986239794,211.34839854592863,226.36510280371917
5,NONE,NONE,1,-1,"(1, 0)",227.73962955294647,6.510559363963413e-05,227.73679281560248,209.62636753404126,221.63239546640887,227.23259113093016
6,NONE,NONE,1,-1,"(1, 0)",227.7577631233507,7.962096251414483e-05,227.75569306056397,466.3870618197037,216.80237733354136,226.8482909820009
7,NONE,NONE,1,-1,"(1, 0)",227.7761295091041,8.063674760726675e-05,227.77393452951597,410.2123655445601,226.1118103169242,227.6379755529047
8,NONE,NONE,1,-1,"(1, 0)",227.79205575019319,6.991814446604312e-05,227.7898028790623,383.06334126292086,238.12033167396856,228.6493386705169
9,NONE,NONE,1,-1,"(1, 0)",227.80616579696255,6.194074562435635e-05,227.8030589284591,122.01090313523459,228.04548981833523,227.82602929495295
10,NONE,NONE,1,-1,"(1, 0)",227.82239132670938,7.122261982928076e-05,227.81788925428364,24.0142052259961,218.63008551076993,227.0594994829082
11,NONE,NONE,1,-1,"(1, 0)",227.84103405536615,8.182675031048578e-05,227.83579347155793,11.360179655789326,236.162462537544,228.53159316005022
12,NONE,NONE,1,-1,"(1, 0)",227.85869373834558,7.750578686430316e-05,227.8529730835516,6.798084366218513,226.99222162125582,227.78679456419707
13,NONE,NONE,1,-1,"(1, 0)",227.8734299727434,6.467059764388112e-05,227.8678761442883,8.425202434702623,232.35744092649162,228.24548560982274
14,NONE,NONE,1,-1,"(1, 0)",227.88804771522408,6.414645906381087e-05,227.88283911207952,13.174530674693175,224.108463351251,227.57446117806475
15,NONE,NONE,1,-1,"(1, 0)",227.9055071008841,7.661093705303894e-05,227.9008450190683,23.822638006241316,211.0879339534493,226.51028476786064
16,NONE,NONE,1,-1,"(1, 0)",227.92425762391719,8.226984938098451e-05,227.91972783134574,27.23490836689334,219.41800438065076,227.21861846638276
17,NONE,NONE,1,-1,"(1, 0)",227.94066097430996,7.196583782023416e-05,227.93713206991464,86.36762741583367,222.6818419260063,227.50444522884942
18,NONE,NONE,1,-1,"(1, 0)",227.95484014712102,6.220360929511352e-05,227.9526692489773,528.3706162298678,236.60422697872608,228.67225673876112
19,NONE,NONE,1,-1,"(1, 0)",227.97047352929087,6.857869790088603e-05,227.9689678838594,1181.5759408337967,224.88989903172234,227.7149752215092
20,NONE,NONE,1,-1,"(1, 0)",227.98892844279771,8.094981016767406e-05,227.98552870245516,169.7486396679147,231.60300062894652,228.28864999906105
21,NONE,NONE,1,-1,"(1, 0)",228.00705768994086,7.951494181553638e-05,228.0024466231996,48.00857524050109,215.74181864932362,226.98996006540202
22,NONE,NONE,1,-1,"(1, 0)",228.0222306147279,6.654364174311141e-05,228.01781511084786,61.28427521451804,232.89023340788472,228.42588394741782
23,NONE,NONE,1,-1,"(1, 0)",228.03654275339497,6.276444838914587e-05,228.03317224966617,243.82852985729957,236.28830814035297,228.72073372204795
24,NONE,NONE,1,-1,"(1, 0)",228.05347625782613,7.425509760406799e-05,228.05187278353247,1754.2362626875372,230.388567445811,228.24707479071694
25,NONE,NONE,1,-1,"(1, 0)",228.07232770297094,8.265897255475391e-05,228.0714272795415,3551.4877618954656,209.54910591554486,226.5367250796494
26,NONE,NONE,1,-1,"(1, 0)",228.0893234666089,7.451640707731815e-05,228.0891736579341,8186.892164729657,225.0832264577104,227.8401321251579
27,NONE,NONE,1,-1,"(1, 0)",228.10365193793686,6.28175886309308e-05,228.10479787888778,45258.69522716392,224.5763670862485,227.81127493603
28,NONE,NONE,1,-1,"(1, 0)",228.11877148589357,6.628147669199507e-05,228.12064134193383,111900.69354503237,226.0520282366929,227.947470281183
29,NONE,NONE,1,-1,"(1, 0)",228.1368854157714,7.940254378581776e-05,228.13678522907352,14314.483526411577,236.8860533263847,228.861999193015
30,NONE,NONE,1,-1,"(1, 0)",228.15541135015474,8.120204756828255e-05,228.15530005842638,14154.435595289167,235.07898407971493,228.72917680726098
31,NONE,NONE,1,-1,"(1, 0)",228.17110198066024,6.87693134339137e-05,228.1709794751161,13965.550431063692,241.73111936474197,229.29476094276384
32,NONE,NONE,1,-1,"(1, 0)",228.1852420707964,6.196951275019529e-05,228.18524553620182,16528.788622843145,219.76830392648662,227.48781067109084
33,NONE,NONE,1,-1,"(1, 0)",228.20160414624584,7.170266010976875e-05,228.20282613809374,67573.3880181779,222.7096566490994,227.74657145684796
