n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.47200646944404,0.00021096428091720623,227.472970544042,332.5776433087588,240.40656537853025,228.5471305227574
1,NONE,NONE,1,-1,"(1, 0)",227.42402306274084,0.00021096428091720623,227.42355886377754,189.40399847631204,219.38943256652334,226.75604481147442
2,NONE,NONE,1,-1,"(1, 0)",227.37604977775482,0.00021096428091720623,227.37407027190807,104.20333879724302,208.63716129550158,225.81781094538752
3,NONE,NONE,1,-1,"(1, 0)",227.3280866123509,0.00021096428091720623,227.32522102969125,73.45170545949799,212.10847133882692,226.06222715281595
4,NONE,NONE,1,-1,"(1, 0)",227.31538127642594,5.589142625221152e-05,227.3118068387233,25.569541035927482,229.0304763725913,227.4580386734768
5,NONE,NONE,1,-1,"(1, 0)",227.30058225533926,6.510559363963413e-05,227.29823208233367,122.15082799191308,238.3125238582075,228.21658814272956
6,NONE,NONE,1,-1,"(1, 0)",227.2824850846667,7.962096251414483e-05,227.2801940169711,129.89630753231157,223.92585609883,227.00324852099965
7,NONE,NONE,1,-1,"(1, 0)",227.2641585031893,8.063674760726675e-05,227.26118463689707,64.198853307645,226.86001148037127,227.23053496994214
8,NONE,NONE,1,-1,"(1, 0)",227.2482691704059,6.991814446604312e-05,227.24531255315904,65.50945720428541,234.35462300788737,227.83953278959686
9,NONE,NONE,1,-1,"(1, 0)",227.23419367909938,6.194074562435635e-05,227.23188339073496,156.04333879172822,228.30129689188976,227.32298441540894
10,NONE,NONE,1,-1,"(1, 0)",227.21801004083812,7.122261982928076e-05,227.2148446357993,57.4422345980677,216.4179557227285,226.31930308861
11,NONE,NONE,1,-1,"(1, 0)",227.19941829012612,8.182675031048578e-05,227.1963364994211,62.51920374776776,219.05680940957853,226.52179039932787
12,NONE,NONE,1,-1,"(1, 0)",227.18180970282896,7.750578686430316e-05,227.17879248700012,66.98587846136061,205.17152917910042,225.34997223985545
13,NONE,NONE,1,-1,"(1, 0)",227.1671181944811,6.467059764388112e-05,227.1645882594594,125.37508192789592,228.88684831051776,227.31025447961565
14,NONE,NONE,1,-1,"(1, 0)",227.1525466955932,6.414645906381087e-05,227.15006052872016,132.66535689598257,225.901175781895,227.04838612277717
15,NONE,NONE,1,-1,"(1, 0)",227.13514499272577,7.661093705303894e-05,227.1331117687981,216.958862749108,224.99443390205158,226.956944609305
16,NONE,NONE,1,-1,"(1, 0)",227.1164593871996,8.226984938098451e-05,227.11529248158624,521.1855243603194,231.95088377474278,227.51892712855758
17,NONE,NONE,1,-1,"(1, 0)",227.1001153490303,7.196583782023416e-05,227.09867573194273,380.10161223384904,213.8031201209275,225.99305557224145
18,NONE,NONE,1,-1,"(1, 0)",227.08598934153312,6.220360929511352e-05,227.08480017753212,531.3910236057739,243.95741019560984,228.49073025774084
19,NONE,NONE,1,-1,"(1, 0)",227.07041661405734,6.857869790088603e-05,227.06980654118726,1073.2616007869267,224.24541319695493,226.8351862751518
20,NONE,NONE,1,-1,"(1, 0)",227.05203605089932,8.094981016767406e-05,227.05072945632867,524.1630079200764,200.7601308026543,224.86260349609748
21,NONE,NONE,1,-1,"(1, 0)",227.03398273922716,7.951494181553638e-05,227.0323081216114,356.4378367709827,229.7724983114659,227.2620480644036
22,NONE,NONE,1,-1,"(1, 0)",227.0188755738647,6.654364174311141e-05,227.01825656165772,1335.6305182912877,237.01671168572597,227.8515571558904
23,NONE,NONE,1,-1,"(1, 0)",227.00462730651242,6.276444838914587e-05,227.0029974329641,349.1762178077578,224.0708703788971,226.76027056135322
24,NONE,NONE,1,-1,"(1, 0)",226.98777168157096,7.425509760406799e-05,226.9861254034373,342.73731110484414,222.46984655368937,226.61143939298813
25,NONE,NONE,1,-1,"(1, 0)",226.96900988100754,8.265897255475391e-05,226.96676828890944,188.06289056041192,211.38036964503956,225.6704063341472
26,NONE,NONE,1,-1,"(1, 0)",226.9520975960025,7.451640707731815e-05,226.94927234411588,97.9018770165503,212.67403434393933,225.76258234634466
27,NONE,NONE,1,-1,"(1, 0)",226.9378414602695,6.28175886309308e-05,226.93587492578106,305.7015947413705,232.52513455398963,227.40335192422094
28,NONE,NONE,1,-1,"(1, 0)",226.92280018350473,6.628147669199507e-05,226.92084178455028,308.7730246200277,232.85843729367613,227.41736602910274
29,NONE,NONE,1,-1,"(1, 0)",226.9047826512556,7.940254378581776e-05,226.90292457427373,342.9711944515228,210.26657491178744,225.5183531017461
30,NONE,NONE,1,-1,"(1, 0)",226.88635826636028,8.120204756828255e-05,226.8847829256525,458.3233692499863,240.2800643301363,228.0025204210833
31,NONE,NONE,1,-1,"(1, 0)",226.87075598376006,6.87693134339137e-05,226.86909055352933,410.83674849225275,240.78819763995836,228.0306433144851
32,NONE,NONE,1,-1,"(1, 0)",226.85669734916235,6.196951275019529e-05,226.8555370685002,810.2954009101011,204.26915206979487,224.9741221001338
33,NONE,NONE,1,-1,"(1, 0)",226.8404317036507,7.170266010976875e-05,226.84051886249804,3454.16596285236,229.96544264278677,227.10090666987475
34,NONE,NONE,1,-1,"(1, 0)",226.82173371127115,8.243135009071447e-05,226.82260256326015,7614.011071044051,236.6735230040841,227.64296476381728
35,NONE,NONE,1,-1,"(1, 0)",226.80427285489392,7.698348918770516e-05,226.8045338529264,3942.2261554870483,224.17216845113253,226.58484750819295
36,NONE,NONE,1,-1,"(1, 0)",226.78974933665842,6.403752046950067e-05,226.78982852929477,3111.20895243907,234.6385735366795,227.44410835819104
37,NONE,NONE,1,-1,"(1, 0)",226.77516771733656,6.429782718467224e-05,226.77517605100064,2837.91637155253,214.27856984890934,225.73325530570392
38,NONE,NONE,1,-1,"(1, 0)",226.7576199664133,7.738250203079305e-05,226.75702940867504,1488.3495573286439,235.15334545273362,227.45767350251577
39,NONE,NONE,1,-1,"(1, 0)",226.7389406399803,8.237913169001046e-05,226.73851283877167,1754.6831752079725,240.58822773471982,227.89381893340692
40,NONE,NONE,1,-1,"(1, 0)",226.722782049379,7.126771588264478e-05,226.7211716406737,439.6966869582452,207.7140578398281,225.1375504483453
41,NONE,NONE,1,-1,"(1, 0)",226.70877256033913,6.179318091964788e-05,226.70736963409047,581.6813251730215,233.0947380216456,227.24136273877198
42,NONE,NONE,1,-1,"(1, 0)",226.69310143826098,6.912685184190046e-05,226.69340667570162,4567.621489204732,232.41930672226886,227.1707005636102
43,NONE,NONE,1,-1,"(1, 0)",226.67461012709225,8.157312798105326e-05,226.67546205647088,7988.119544059563,221.58015590802475,226.24966808559955
44,NONE,NONE,1,-1,"(1, 0)",226.65665339298315,7.922124752237611e-05,226.6574366175628,7430.565248514996,240.8499878623853,227.8406511472479
45,NONE,NONE,1,-1,"(1, 0)",226.64174051904644,6.579716205652897e-05,226.64182497294857,3063.708184140457,213.8375156269749,225.5735510052145
46,NONE,NONE,1,-1,"(1, 0)",226.62751665088936,6.276123049053983e-05,226.62766418932225,3331.524561118117,234.49438198098855,227.28384927089309
47,NONE,NONE,1,-1,"(1, 0)",226.61052004473564,7.50007933385097e-05,226.61137498829942,7317.976189119981,245.12256908809672,228.15509624362042
48,NONE,NONE,1,-1,"(1, 0)",226.59172058803776,8.296277036232505e-05,226.59165880893306,2910.406126652633,201.93594121223973,224.5343638103279
49,NONE,NONE,1,-1,"(1, 0)",226.57497829622295,7.389021242584159e-05,226.57613819677584,11564.475911466645,247.97569882173323,228.36085454763494
50,NONE,NONE,1,-1,"(1, 0)",226.56087177713823,6.226176581263052e-05,226.5623028026833,16632.880362956974,202.7109484421233,224.57048721836128
51,NONE,NONE,1,-1,"(1, 0)",226.54576390348944,6.66857311929982e-05,226.54770112168663,31341.772289608834,203.57093185305592,224.6282818274188
52,NONE,NONE,1,-1,"(1, 0)",226.52761323384885,8.012242857860975e-05,226.53071230001524,105147.51705204362,222.85675479681987,226.22121842625643
53,NONE,NONE,1,-1,"(1, 0)",226.50924578659448,8.108588472991396e-05,226.51200063563508,73787.79897400874,248.16024486943937,228.31653193984047
54,NONE,NONE,1,-1,"(1, 0)",226.49384347238512,6.800092352775801e-05,226.49687126381127,103174.36401869757,228.63244390847373,226.67237222191144
55,NONE,NONE,1,-1,"(1, 0)",226.47985175202172,6.177718713197589e-05,226.4825711697475,68025.78995200235,231.7665675985536,226.92121006387157
56,NONE,NONE,1,-1,"(1, 0)",226.46345615033468,7.239582264776928e-05,226.46588636202065,48740.9045643468,222.00040701352842,226.09083418603012
57,NONE,NONE,1,-1,"(1, 0)",226.44468249931458,8.29026878909306e-05,226.4469382548133,40891.9337972888,218.15527862537013,225.752539092122
58,NONE,NONE,1,-1,"(1, 0)",226.4273651470116,7.647790320205286e-05,226.42839463610812,10720.24178879822,244.70923432470002,227.95396985568382
59,NONE,NONE,1,-1,"(1, 0)",226.41301876035357,6.336178120441395e-05,226.41514264898433,45355.619046834174,247.97389526480862,228.21354697165893
60,NONE,NONE,1,-1,"(1, 0)",226.39840806901225,6.453322721428471e-05,226.40018589426813,28985.610223542157,217.18170902895068,225.62868066057226
61,NONE,NONE,1,-1,"(1, 0)",226.38071468212397,7.815460567075193e-05,226.38282806193973,41490.3805361511,226.43752448018108,226.3854594910979
62,NONE,NONE,1,-1,"(1, 0)",226.36204960177295,8.245335689056135e-05,226.3644344193644,54626.98315416188,245.65947534483672,227.9739220590934
63,NONE,NONE,1,-1,"(1, 0)",226.34608634287505,7.052340188774753e-05,226.34995486905635,316733.05119269545,228.20253686269967,226.50116259709048
64,NONE,NONE,1,-1,"(1, 0)",226.33218466469822,6.141968400762772e-05,226.33591483376395,262470.9165007256,223.36036082167388,226.08392185804374
65,NONE,NONE,1,-1,"(1, 0)",226.31640464479545,6.972304910185986e-05,226.31898184733456,65948.55532272339,223.7938956708129,226.10566240164192
66,NONE,NONE,1,-1,"(1, 0)",226.297805104189,8.218717051440582e-05,226.2999996739692,44702.407118206786,229.42741996896967,226.55928931365534
67,NONE,NONE,1,-1,"(1, 0)",226.27995765228388,7.887021141143826e-05,226.28261872532505,73285.16025318953,216.60035432468334,225.47114788916224
68,NONE,NONE,1,-1,"(1, 0)",226.26524078054058,6.50404503216428e-05,226.26730858739757,34202.49276923034,220.46300288408955,225.78038497204784
69,NONE,NONE,1,-1,"(1, 0)",226.25102970332622,6.280913260357242e-05,226.252250744677,11087.051384113676,226.56324895178233,226.27712150226083
70,NONE,NONE,1,-1,"(1, 0)",226.23388533353975,7.577874631799494e-05,226.23427892943545,4451.455134197511,246.82288186726555,227.9546141824649
71,NONE,NONE,1,-1,"(1, 0)",226.2150572735314,8.322733571098682e-05,226.21364513772286,725.9655587845349,244.41002519269284,227.7358313429619
72,NONE,NONE,1,-1,"(1, 0)",226.19849520134025,7.32165166492096e-05,226.19648706425542,367.5562520627836,226.49024787278853,226.22288229484957
73,NONE,NONE,1,-1,"(1, 0)",226.18453334871876,6.172580200753065e-05,226.1822131918643,240.82817647515444,238.64105735452458,227.225816589649
74,NONE,NONE,1,-1,"(1, 0)",226.1693465074227,6.714584301393215e-05,226.16789613637556,711.0527433761025,239.56263874493197,227.28901257179314
