n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.5680036565447,0.00021096428091720623,227.56697213323918,151.59276756204528,235.58407381579,228.23402051685073
1,NONE,NONE,1,-1,"(1, 0)",227.61601744121455,0.00021096428091720623,227.61135955416714,36.36429248644238,230.4816102800434,227.8540555967784
2,NONE,NONE,1,-1,"(1, 0)",227.6640413561465,0.00021096428091720623,227.66179078807423,93.86777215440061,243.64044505773052,228.9908842372934
3,NONE,NONE,1,-1,"(1, 0)",227.7120754034779,0.00021096428091720623,227.71209324204514,229.31647085760528,243.50560889566702,229.02345420123467
4,NONE,NONE,1,-1,"(1, 0)",227.72480291182302,5.589142625221152e-05,227.7247957305549,220.9618115173211,227.00795527981307,227.6652844863518
5,NONE,NONE,1,-1,"(1, 0)",227.73962955294647,6.510559363963413e-05,227.73946644065705,181.1295309905984,221.88930284672,227.25392024831316
6,NONE,NONE,1,-1,"(1, 0)",227.7577631233507,7.962096251414483e-05,227.75724318553375,124.86891685882179,240.62937084126034,228.82631231535737
7,NONE,NONE,1,-1,"(1, 0)",227.7761295091041,8.063674760726675e-05,227.77583677581856,157.79208026881565,226.01666428639763,227.63007754836585
8,NONE,NONE,1,-1,"(1, 0)",227.79205575019319,6.991814446604312e-05,227.79122828792094,83.64370059721388,239.06161947599065,228.7274688407155
9,NONE,NONE,1,-1,"(1, 0)",227.80616579696255,6.194074562435635e-05,227.80442760474352,24.688680593276676,210.60734371878786,226.3786920071295
10,NONE,NONE,1,-1,"(1, 0)",227.82239132670938,7.122261982928076e-05,227.82032619224407,16.870835870381725,230.63371913061036,228.0557102670049
11,NONE,NONE,1,-1,"(1, 0)",227.84103405536615,8.182675031048578e-05,227.84008156573483,52.156567209154446,236.7825663463271,228.58305287419924
12,NONE,NONE,1,-1,"(1, 0)",227.85869373834558,7.750578686430316e-05,227.85756116555524,43.0174226306625,223.2931324686771,227.479847058413
13,NONE,NONE,1,-1,"(1, 0)",227.8734299727434,6.467059764388112e-05,227.87340938691122,179.19453611584314,243.72825356414506,229.18896567346434
14,NONE,NONE,1,-1,"(1, 0)",227.88804771522408,6.414645906381087e-05,227.8870567174867,51.07942205300243,227.38333051105047,227.8461720736032
15,NONE,NONE,1,-1,"(1, 0)",227.9055071008841,7.661093705303894e-05,227.90483650741277,72.27717367423546,238.38048344670213,228.77453385090644
16,NONE,NONE,1,-1,"(1, 0)",227.92425762391719,8.226984938098451e-05,227.92371209666268,82.00292372161059,217.0406511951076,227.02140431685856
17,NONE,NONE,1,-1,"(1, 0)",227.94066097430996,7.196583782023416e-05,227.94180928133068,577.7951413424538,228.49932138610077,227.987001505473
18,NONE,NONE,1,-1,"(1, 0)",227.95484014712102,6.220360929511352e-05,227.95602953714274,610.3102268355204,225.953386006763,227.78883110675147
19,NONE,NONE,1,-1,"(1, 0)",227.97047352929087,6.857869790088603e-05,227.9724998901573,1679.3397642339833,231.95444579087012,228.3008983159292
20,NONE,NONE,1,-1,"(1, 0)",227.98892844279771,8.094981016767406e-05,227.99172679800185,3703.2149568738073,238.87279422364102,228.89154715708293
21,NONE,NONE,1,-1,"(1, 0)",228.00705768994086,7.951494181553638e-05,228.00987543070852,3778.267367656931,221.2697860276446,227.44836796682156
22,NONE,NONE,1,-1,"(1, 0)",228.0222306147279,6.654364174311141e-05,228.02418682146273,1291.1798367096849,239.9570877245711,229.01186538945285
23,NONE,NONE,1,-1,"(1, 0)",228.03654275339497,6.276444838914587e-05,228.03888525281428,2150.6307290973914,232.45355147937389,228.40277680599573
24,NONE,NONE,1,-1,"(1, 0)",228.05347625782613,7.425509760406799e-05,228.05674225804188,6030.0092028422305,227.25983339349952,227.98767664581806
25,NONE,NONE,1,-1,"(1, 0)",228.07232770297094,8.265897255475391e-05,228.0749354612362,3115.519024475437,230.66259762175517,228.28706493000647
26,NONE,NONE,1,-1,"(1, 0)",228.0893234666089,7.451640707731815e-05,228.09288009666778,8951.367434073769,221.4372363367468,227.5378966462394
27,NONE,NONE,1,-1,"(1, 0)",228.10365193793686,6.28175886309308e-05,228.1070048121752,6839.503463939719,224.23111272114133,227.78265676641522
28,NONE,NONE,1,-1,"(1, 0)",228.11877148589357,6.628147669199507e-05,228.12159662266913,3534.5279754381017,253.4954308086875,230.22210595436493
29,NONE,NONE,1,-1,"(1, 0)",228.1368854157714,7.940254378581776e-05,228.13965824958845,3346.226871836103,242.9073986565211,229.36103641587218
30,NONE,NONE,1,-1,"(1, 0)",228.15541135015474,8.120204756828255e-05,228.15870488690476,5692.130686254743,219.8431006332864,227.46655937381735
31,NONE,NONE,1,-1,"(1, 0)",228.17110198066024,6.87693134339137e-05,228.17384378271268,2927.241134847185,251.01675282137847,230.06422052064073
32,NONE,NONE,1,-1,"(1, 0)",228.1852420707964,6.196951275019529e-05,228.18743627948106,1407.3477499903663,220.34588445560246,227.5356692617039
33,NONE,NONE,1,-1,"(1, 0)",228.20160414624584,7.170266010976875e-05,228.20389516842005,1573.7582119778378,231.8269100201376,228.50197713461546
34,NONE,NONE,1,-1,"(1, 0)",228.22041588789645,8.243135009071447e-05,228.2236249657346,3959.1944928882326,246.07671545655822,229.69976911842917
35,NONE,NONE,1,-1,"(1, 0)",228.237985768102,7.698348918770516e-05,228.24195088112862,8929.87455031465,239.53903678220868,229.1741797024867
36,NONE,NONE,1,-1,"(1, 0)",228.25260203077718,6.403752046950067e-05,228.25595701247738,4054.8454404046315,231.07426840114965,228.48633761693458
37,NONE,NONE,1,-1,"(1, 0)",228.2672786489693,6.429782718467224e-05,228.2707933405176,4980.048465142576,211.1463321719737,226.84913892655018
38,NONE,NONE,1,-1,"(1, 0)",228.28494322557864,7.738250203079305e-05,228.28820879089716,3813.640752197338,224.83038964349979,227.99882232804097
39,NONE,NONE,1,-1,"(1, 0)",228.30374991560822,8.237913169001046e-05,228.30636911800656,1990.931336659779,217.63238208614342,227.41997441442447
40,NONE,NONE,1,-1,"(1, 0)",228.32002118219327,7.126771588264478e-05,228.32204327900132,994.6544560259314,204.63699683507676,226.35879320914768
41,NONE,NONE,1,-1,"(1, 0)",228.33413023848698,6.179318091964788e-05,228.33648445615893,1552.0728368939074,215.90894593609244,227.3052450378893
42,NONE,NONE,1,-1,"(1, 0)",228.34991480364081,6.912685184190046e-05,228.35311049975417,4251.97282524108,229.9505986018021,228.48245255827163
43,NONE,NONE,1,-1,"(1, 0)",228.36854278022636,8.157312798105326e-05,228.3704837661494,1189.7296822066078,219.3954620769147,227.62562593354724
44,NONE,NONE,1,-1,"(1, 0)",228.38663513772042,7.922124752237611e-05,228.38842422752694,1015.0239589060556,225.69737481611642,228.1639982759255
45,NONE,NONE,1,-1,"(1, 0)",228.40166282454828,6.579716205652897e-05,228.40357891773823,1190.7894260197295,251.15057250155684,230.2848619273348
46,NONE,NONE,1,-1,"(1, 0)",228.41599804379655,6.276123049053983e-05,228.41771168667358,911.656415000857,224.179165166438,228.06528676826773
47,NONE,NONE,1,-1,"(1, 0)",228.43313006731063,7.50007933385097e-05,228.43426865180254,483.2665617311645,217.8980495349496,227.5611356937204
48,NONE,NONE,1,-1,"(1, 0)",228.45208229877755,8.296277036232505e-05,228.45435829886966,1503.024537867038,220.6869885709339,227.80941456663507
49,NONE,NONE,1,-1,"(1, 0)",228.4689632953302,7.389021242584159e-05,228.47134692572598,1695.386000195897,220.97655690582206,227.84890998834987
50,NONE,NONE,1,-1,"(1, 0)",228.4831886192607,6.226176581263052e-05,228.48679554293204,8616.156556026797,221.20897321211504,227.88122974682216
51,NONE,NONE,1,-1,"(1, 0)",228.49842569580125,6.66857311929982e-05,228.50240119749375,13609.243765573068,208.2100943764184,226.81962929333744
52,NONE,NONE,1,-1,"(1, 0)",228.51673427804857,8.012242857860975e-05,228.52222039410373,64743.850492046644,237.6701265724199,229.27408837709604
53,NONE,NONE,1,-1,"(1, 0)",228.53526451088314,8.108588472991396e-05,228.5400076575763,30326.33050103675,237.22547448014285,229.25423648102054
54,NONE,NONE,1,-1,"(1, 0)",228.55080564832838,6.800092352775801e-05,228.55558133065279,31540.51798328246,216.38411214406284,227.54428028114881
55,NONE,NONE,1,-1,"(1, 0)",228.56492531035008,6.177718713197589e-05,228.5687936896509,9356.183386292249,239.36093386076965,229.45800157532673
56,NONE,NONE,1,-1,"(1, 0)",228.58147305513293,7.239582264776928e-05,228.585144786674,7471.6136635962,202.22650762501178,226.40147383953064
57,NONE,NONE,1,-1,"(1, 0)",228.60042385917671,8.29026878909306e-05,228.60372736829777,5173.396053870621,231.9176809335669,228.87479410426732
58,NONE,NONE,1,-1,"(1, 0)",228.61790740880866,7.647790320205286e-05,228.6210586439448,4387.084847154272,218.27974310470725,227.76290350341515
59,NONE,NONE,1,-1,"(1, 0)",228.63239350556492,6.336178120441395e-05,228.63469082137024,1439.0226964477633,231.12103646525384,228.8382003171212
60,NONE,NONE,1,-1,"(1, 0)",228.64714836784785,6.453322721428471e-05,228.65041522114936,4983.7962878364315,240.93341627860838,229.66313760065287
61,NONE,NONE,1,-1,"(1, 0)",228.66501889388917,7.815460567075193e-05,228.66857941377026,6798.424621740418,236.21943079226833,229.28966759728644
62,NONE,NONE,1,-1,"(1, 0)",228.68387386961774,8.245335689056135e-05,228.68934587618975,46209.11934573401,236.3799133566849,229.3201808102681
