n_row,new_switch,cur_switch,current_model_id,new_model_id,weights,ts,ret_ts,ts_n1_pre,ts_n2_pre,ts_n1_post,ts_n2_post
0,NONE,NONE,1,-1,"(1, 0)",227.47200646944404,0.00021096428091720623,227.47123395416432,167.78013149954592,225.9148313004432,227.34257364601478
1,NONE,NONE,1,-1,"(1, 0)",227.42402306274084,0.00021096428091720623,227.42874107913786,1459.8592664467478,228.43454160270963,227.50803536025848
2,NONE,NONE,1,-1,"(1, 0)",227.37604977775482,0.00021096428091720623,227.38085680975362,1512.263767138593,225.67871407316127,227.23490723298937
3,NONE,NONE,1,-1,"(1, 0)",227.3280866123509,0.00021096428091720623,227.33179962824062,982.6400172908639,231.09409515671805,227.64131644470214
4,NONE,NONE,1,-1,"(1, 0)",227.31538127642594,5.589142625221152e-05,227.3186931307244,541.0419819909035,220.046830284403,226.7108010597535
5,NONE,NONE,1,-1,"(1, 0)",227.30058225533926,6.510559363963413e-05,227.30520521792664,2889.479241503068,222.22456109722515,226.8783437952171
6,NONE,NONE,1,-1,"(1, 0)",227.2824850846667,7.962096251414483e-05,227.28532308954195,447.7376308369852,231.42585089767033,227.62716995645934
7,NONE,NONE,1,-1,"(1, 0)",227.2641585031893,8.063674760726675e-05,227.2678637750861,1095.6964881369818,226.29099662786427,227.18319504478822
8,NONE,NONE,1,-1,"(1, 0)",227.2482691704059,6.991814446604312e-05,227.2528568755662,3132.08491947199,224.53673247962783,227.02266360192118
9,NONE,NONE,1,-1,"(1, 0)",227.23419367909938,6.194074562435635e-05,227.23914486715975,5105.346091398713,194.69599936457405,224.52677962885423
10,NONE,NONE,1,-1,"(1, 0)",227.21801004083812,7.122261982928076e-05,227.22287110948392,4596.705968069273,207.8119199068475,225.60316741085816
11,NONE,NONE,1,-1,"(1, 0)",227.19941829012612,8.182675031048578e-05,227.20389374390209,3106.4793480753615,224.46370313897427,226.97175208204771
12,NONE,NONE,1,-1,"(1, 0)",227.18180970282896,7.750578686430316e-05,227.18716953952173,8031.916642804859,209.8393718227007,225.7384602019509
13,NONE,NONE,1,-1,"(1, 0)",227.1671181944811,6.467059764388112e-05,227.17271534961264,10905.081713217336,234.54847044137531,227.7814816518851
14,NONE,NONE,1,-1,"(1, 0)",227.1525466955932,6.414645906381087e-05,227.15800003899156,9052.341212075693,236.67350105817684,227.94504398740816
15,NONE,NONE,1,-1,"(1, 0)",227.13514499272577,7.661093705303894e-05,227.14130160344152,19443.91283854257,228.46686952175924,227.2460024656087
